Project,Package,Class,Smell,Description,File
project-1-team-45-master,org.apache.roller.weblogger.business.themes,ThemeNotFoundException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\themes\ThemeNotFoundException.java
project-1-team-45-master,org.apache.roller.weblogger.business.themes,ThemeNotFoundException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): WebloggerException,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\themes\ThemeNotFoundException.java
project-1-team-45-master,org.apache.roller.weblogger.business.themes,ThemeParsingException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): WebloggerException,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\themes\ThemeParsingException.java
project-1-team-45-master,org.apache.roller.weblogger.business.themes,WeblogCustomTheme,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): WeblogTheme,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\themes\WeblogCustomTheme.java
project-1-team-45-master,org.apache.roller.weblogger.business.themes,WeblogSharedTheme,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): WeblogTheme,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\themes\WeblogSharedTheme.java
project-1-team-45-master,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: CacheHandler; WeblogEntry; Weblog; WeblogCategory; WeblogEntryManager; WeblogEntrySearchCriteria; User; RollerContext; Weblogger; UserManager; WeblogPermission; WebloggerFactory; WebloggerProvider; BookmarkManager; WeblogBookmarkFolder; WeblogBookmark; WeblogManager; WeblogTemplate; CustomTemplateRendition; AutoPingManager; AutoPing; PingQueueManager; PingQueueEntry; IndexManager; URLStrategy; ThemeManager; WeblogTheme; PluginManager; WeblogEntryComment; MediaFileManager; MediaFile; MediaFileDirectory; FileContent; FileContentManager; PlanetManager; PlanetGroup; CacheManager; GlobalPermission; CommentSearchCriteria; WeblogHitCount; WebloggerRuntimeConfig; WeblogEntryAttribute; WeblogEntryTag; WeblogEntryPlugin,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\config\WebloggerRuntimeConfig.java
project-1-team-45-master,org.apache.roller.weblogger.planet.business,PlanetURLStrategy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\planet\business\PlanetURLStrategy.java
project-1-team-45-master,org.apache.roller.weblogger.planet.tasks,RefreshRollerPlanetTask,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; NAME; clientId; startTimeDesc; interval; leaseTime,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\planet\tasks\RefreshRollerPlanetTask.java
project-1-team-45-master,org.apache.roller.weblogger.planet.tasks,SyncWebsitesTask,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; NAME; clientId; startTimeDesc; interval; leaseTime,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\planet\tasks\SyncWebsitesTask.java
project-1-team-45-master,org.apache.roller.weblogger.planet.ui,PlanetConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\planet\ui\PlanetConfig.java
project-1-team-45-master,org.apache.roller.weblogger.planet.ui,PlanetGroups,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\planet\ui\PlanetGroups.java
project-1-team-45-master,org.apache.roller.weblogger.planet.ui,PlanetUIAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\planet\ui\PlanetUIAction.java
project-1-team-45-master,org.apache.roller.weblogger.planet.ui,PlanetUIAction,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; DEFAULT_PLANET_HANDLE; planet,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\planet\ui\PlanetUIAction.java
project-1-team-45-master,org.apache.roller.weblogger.planet.ui,PlanetUIAction,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): UIAction,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\planet\ui\PlanetUIAction.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,AutoPing,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; pingTarget; website; serialVersionUID,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\AutoPing.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,AutoPing,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: CacheHandler; WeblogEntry; Weblog; WeblogCategory; WeblogEntryManager; WeblogEntrySearchCriteria; User; RollerContext; Weblogger; UserManager; WeblogPermission; WebloggerFactory; WebloggerProvider; BookmarkManager; WeblogBookmarkFolder; WeblogBookmark; WeblogManager; WeblogTemplate; CustomTemplateRendition; AutoPingManager; AutoPing; PingQueueManager; PingQueueEntry; IndexManager; URLStrategy; ThemeManager; WeblogTheme; PluginManager; WeblogEntryComment; MediaFileManager; MediaFile; MediaFileDirectory; FileContent; FileContentManager; PlanetManager; PlanetGroup; CacheManager; GlobalPermission; CommentSearchCriteria; WeblogHitCount; WebloggerRuntimeConfig; WeblogEntryAttribute; WeblogEntryTag; WeblogEntryPlugin,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\AutoPing.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,GlobalPermission,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: actions; LOGIN; WEBLOG; ADMIN,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\GlobalPermission.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,GlobalPermission,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: WeblogPermission; RollerPermission in method implies,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\GlobalPermission.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,MediaFile,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 55 public methods,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\MediaFile.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,MediaFileComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\MediaFileComparator.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,MediaFileComparator.MediaFileComparatorType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\MediaFileComparator.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,MediaFileDirectoryComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\MediaFileDirectoryComparator.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,MediaFileDirectoryComparator.DirectoryComparatorType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\MediaFileDirectoryComparator.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,MediaFileFilter.SizeFilterType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\MediaFileFilter.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,MediaFileFilter.MediaFileOrder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\MediaFileFilter.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,OAuthAccessorRecord,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\OAuthAccessorRecord.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,PingQueueEntry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; entryTime; pingTarget; website; attempts; serialVersionUID,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\PingQueueEntry.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,PingTarget,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; CONDITION_OK; CONDITION_FAILING; CONDITION_DISABLED; id; name; pingUrl; conditionCode; lastSuccess; autoEnabled,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\PingTarget.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,RollerPermission,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: ObjectPermission,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\RollerPermission.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,RuntimeConfigProperty,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; name; value,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\RuntimeConfigProperty.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,StatCountCountComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\StatCountCountComparator.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,StaticThemeTemplate,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\StaticThemeTemplate.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,TagStatComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\TagStatComparator.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,TagStatCountComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\TagStatCountComparator.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,TemplateRendition.RenditionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\TemplateRendition.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,TemplateRendition.TemplateLanguage,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: readableName,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\TemplateRendition.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,ThemeTemplate.ComponentType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: readableName,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\ThemeTemplate.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,User,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\User.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,UserRole,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; id; userName; role,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\UserRole.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,Weblog,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; log; MAX_ENTRIES; id; handle; name; tagline; enableBloggerApi; editorPage; bannedwordslist; allowComments; emailComments; emailAddress; editorTheme; locale; timeZone; defaultPlugins; visible; active; dateCreated; defaultAllowComments; defaultCommentDays; moderateComments; entryDisplayCount; lastModified; enableMultiLang; showAllLangs; iconPath; about; creator; analyticsCode; bloggerCategory; initializedPlugins; weblogCategories; bookmarkFolders; mediaFileDirectories,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\Weblog.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,Weblog,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 97 public methods,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\Weblog.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,Weblog,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: BookmarkManager; FileContentManager; FileContentManagerImpl; HitCountQueue; MediaFileManager; MultiWeblogURLStrategy; PreviewURLStrategy; URLStrategy; UserManager; WeblogEntryManager; WeblogManager; BookmarkTest; CommentTest; CustomTemplateRenditionTest; FileContentManagerTest; FolderCRUDTest; FolderFunctionalityTest; HitCountTest; MediaFileTest; PermissionTest; PingsTest; PlanetManagerLocalTest; WeblogCategoryCRUDTest; WeblogCategoryFunctionalityTest; WeblogEntryTest; WeblogPageTest; WeblogStatsTest; WeblogTest; JPAAutoPingManagerImpl; JPABookmarkManagerImpl; JPAMediaFileManagerImpl; JPAUserManagerImpl; JPAWeblogEntryManagerImpl; JPAWeblogManagerImpl; AutoPingManager; PingQueueProcessor; WeblogUpdatePinger; ConvertLineBreaksPlugin; EncodePreTagsPlugin; ObfuscateEmailPlugin; SmileysPlugin; WeblogEntryPlugin; PluginManager; PluginManagerImpl; HitCountProcessingJob; IndexManager; IndexManagerTest; LuceneIndexManager; RebuildWebsiteIndexOperation; RemoveWebsiteIndexOperation; ThemeManager; ThemeManagerImpl; WeblogCustomTheme; WeblogSharedTheme; WebloggerRomeFeedFetcher; AutoPing; CommentSearchCriteria; FileContent; MediaFile; MediaFileDirectory; PingQueueEntry; WeblogBookmark; WeblogBookmarkFolder; WeblogCategory; WeblogEntry; WeblogEntrySearchCriteria; WeblogEntryTag; WeblogEntryTagAggregate; WeblogHitCount; WeblogPermission; WeblogTemplate; WeblogTheme; WeblogWrapper; WeblogCalendarModel; MenuHelper; FeedModel; PageModel; PlanetModel; PreviewURLModel; SearchResultsFeedModel; SiteModel; URLModel; UtilitiesModel; SearchResultsFeedModelTest; SearchResultsModelTest; WeblogRequestMapper; AbstractWeblogEntriesPager; CommentsPager; SearchResultsFeedPager; SearchResultsPager; WeblogEntriesDayPager; WeblogEntriesLatestPager; WeblogEntriesListPager; WeblogEntriesMonthPager; WeblogEntriesPermalinkPager; WeblogEntriesPreviewPager; CommentAuthenticatorUtils; CommentServlet; FeedServlet; MediaResourceServlet; PageServlet; PreviewResourceServlet; PreviewServlet; ResourceServlet; RSDServlet; SearchServlet; TrackbackServlet; SiteWideCache; WeblogRequest; CommentValidatorTest; CommentDataServlet; CreateWeblog; MainMenu; Maintenance; StylesheetEdit; ThemeEdit; WeblogConfig; WeblogConfigBean; UIAction; UIActionInterceptor; UISecurityInterceptor; BannedwordslistChecker; MailUtil; CacheHandler; CacheManager; TestUtils; EntryCollection; MediaCollection; RollerAtomHandler; RollerAtomService; OpenSearchServlet; TagDataServlet; BaseAPIHandler; BloggerAPIHandler; MetaWeblogAPIHandler. Outgoing dependencies: WeblogCategory; WeblogTheme; ThemeManager; WebloggerFactory; Utilities; User; I18nUtils; UserManager; WeblogPermission; WebloggerRuntimeConfig; Weblogger; PluginManager; WeblogEntry; WeblogEntryManager; WeblogEntrySearchCriteria; CommentSearchCriteria; WeblogBookmarkFolder; BookmarkManager; WeblogHitCount; MediaFileDirectory; WeblogEntryComment,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\Weblog.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogBookmark,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; folder; id; name; description; url; priority; image; feedUrl,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogBookmark.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogBookmark,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogBookmark.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogBookmarkFolder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; id; name; weblog; bookmarks,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogBookmarkFolder.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogCategory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; id; name; description; image; position; weblog,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogCategory.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogCategory,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogCategory.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogEntry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: mLogger; serialVersionUID; TITLE_SEPARATOR; id; title; link; summary; text; contentType; contentSrc; anchor; pubTime; updateTime; plugins; allowComments; commentDays; rightToLeft; pinnedToMain; status; locale; creatorUserName; searchDescription; refreshAggregates; website; category; attSet; tagSet; removedTags; addedTags,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogEntry.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogEntry,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 91 public methods,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogEntry.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogEntry,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: WeblogEntryManager; CommentTest; PlanetManagerLocalTest; WeblogCategoryFunctionalityTest; WeblogEntryTest; WeblogStatsTest; JPAAutoPingManagerImpl; JPAWeblogEntryManagerImpl; AutoPingManager; ConvertLineBreaksPlugin; EncodePreTagsPlugin; ObfuscateEmailPlugin; SmileysPlugin; WeblogEntryPlugin; PluginManager; PluginManagerImpl; IndexManager; IndexManagerTest; AddEntryOperation; IndexOperation; LuceneIndexManager; ReIndexEntryOperation; RemoveEntryOperation; CommentSearchCriteria; Weblog; WeblogEntryAttribute; WeblogEntryComment; WeblogEntryTag; WeblogEntryWrapper; BigWeblogCalendarModel; WeblogCalendarModel; URLModel; WeblogEntriesDayPager; WeblogEntriesLatestPager; WeblogEntriesListPager; WeblogEntriesMonthPager; WeblogEntriesPermalinkPager; WeblogEntriesPreviewPager; CommentServlet; PageServlet; TrackbackServlet; SiteWideCache; WeblogCommentRequest; WeblogPageRequest; WeblogPreviewRequest; WeblogTrackbackRequest; CommentValidatorTest; Comments; Entries; EntryBean; EntryEdit; EntryRemove; MailUtil; Trackback; CacheHandler; CacheManager; TestUtils; EntryCollection; RollerAtomHandler; BloggerAPIHandler; MetaWeblogAPIHandler. Outgoing dependencies: WeblogEntry.PubStatus; Weblog; WeblogCategory; User; WebloggerFactory; WeblogEntryAttribute; WebloggerException; WeblogEntryTag; Utilities; WebloggerRuntimeConfig; WeblogEntryManager; CommentSearchCriteria; DateUtil; GlobalPermission; WeblogPermission; UserManager; WeblogEntryPlugin; HTMLSanitizer; WeblogEntryComment; RollerConstants,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogEntry.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogEntry.PubStatus,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogEntry.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogEntryComment,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; id; name; email; url; content; postTime; status; notify; remoteHost; referrer; userAgent; plugins; contentType; weblogEntry,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogEntryComment.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogEntryComment,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 36 public methods,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogEntryComment.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogEntryComment.ApprovalStatus,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation that indicates that the abstraction might not be required. Following fields are declared in this class: ,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogEntryComment.java
project-1-team-45-master,org.apache.roller.weblogger.pojos,WeblogEntrySearchCriteria,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\pojos\WeblogEntrySearchCriteria.java
