Project,Package,Class,Smell,Description,File
project-1-team-45-master,org.apache.roller.weblogger.business,FileContentManagerImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\FileContentManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryManager,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\WeblogEntryManager.java
project-1-team-45-master,org.apache.roller.weblogger.business,Weblogger,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 21,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\Weblogger.java
project-1-team-45-master,org.apache.roller.weblogger.business,WebloggerFactory,Law of Demeter violation,The tool detected the smell in this method (bootstrap) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerProvider.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getVersion,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\WebloggerFactory.java
project-1-team-45-master,org.apache.roller.weblogger.business,WebloggerFactory,Law of Demeter violation,The tool detected the smell in this method (bootstrap) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.Weblogger.getRevision; org.apache.roller.weblogger.business.WebloggerProvider.getWeblogger,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\WebloggerFactory.java
project-1-team-45-master,org.apache.roller.weblogger.business,WebloggerImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 24,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\WebloggerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business,WebloggerImpl,Law of Demeter violation,The tool detected the smell in this method (initialize) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerImpl.getPropertiesManager; org.apache.roller.weblogger.business.PropertiesManager.initialize,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\WebloggerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business,WebloggerImpl,Law of Demeter violation,The tool detected the smell in this method (initialize) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerImpl.getThemeManager; org.apache.roller.weblogger.business.themes.ThemeManager.initialize,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\WebloggerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business,WebloggerImpl,Law of Demeter violation,The tool detected the smell in this method (initialize) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.runnable.ThreadManager.initialize; org.apache.roller.weblogger.business.WebloggerImpl.getThreadManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\WebloggerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business,WebloggerImpl,Law of Demeter violation,The tool detected the smell in this method (initialize) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerImpl.getIndexManager; org.apache.roller.weblogger.business.search.IndexManager.initialize,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\WebloggerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business,WebloggerImpl,Law of Demeter violation,The tool detected the smell in this method (initialize) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerImpl.getMediaFileManager; org.apache.roller.weblogger.business.MediaFileManager.initialize,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\WebloggerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business,WebloggerImpl,Law of Demeter violation,The tool detected the smell in this method (initialize) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.Weblogger.getAutopingManager; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.pings.AutoPingManager.removeAllAutoPings,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\WebloggerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business,WebloggerImpl,Law of Demeter violation,The tool detected the smell in this method (shutdown) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.HitCountQueue.shutdown; org.apache.roller.weblogger.business.HitCountQueue.getInstance,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\WebloggerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business,CommentTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.roller.weblogger.pojos.WeblogEntryComment; org.apache.roller.weblogger.pojos.CommentSearchCriteria,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\CommentTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,CommentTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: log (43),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\CommentTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,CommentTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\CommentTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,CommentTest,Law of Demeter violation,The tool detected the smell in this method (testCommentCRUD) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\CommentTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,CommentTest,Law of Demeter violation,The tool detected the smell in this method (testCommentLookups) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\CommentTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,CommentTest,Law of Demeter violation,The tool detected the smell in this method (testCommentParentDeletes) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\CommentTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,CommentTest,Law of Demeter violation,The tool detected the smell in this method (testCommentParentDeletes) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\CommentTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,CommentTest,Law of Demeter violation,The tool detected the smell in this method (testCommentParentDeletes) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.Weblogger.getUserManager; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\CommentTest.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAAutoPingManagerImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAAutoPingManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.roller.weblogger.pojos.WeblogBookmark; org.apache.roller.weblogger.pojos.WeblogBookmarkFolder,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPABookmarkManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,Law of Demeter violation,The tool detected the smell in this method (saveBookmark) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.pojos.WeblogBookmark.getFolder; org.apache.roller.weblogger.pojos.WeblogBookmarkFolder.addBookmark,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPABookmarkManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,Law of Demeter violation,The tool detected the smell in this method (saveBookmark) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPABookmarkManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,Law of Demeter violation,The tool detected the smell in this method (removeBookmark) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.pojos.WeblogBookmark.getFolder; org.apache.roller.weblogger.pojos.WeblogBookmarkFolder.getBookmarks,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPABookmarkManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,Law of Demeter violation,The tool detected the smell in this method (removeBookmark) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPABookmarkManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,Law of Demeter violation,The tool detected the smell in this method (saveFolder) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPABookmarkManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,Law of Demeter violation,The tool detected the smell in this method (removeFolder) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPABookmarkManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.roller.weblogger.pojos.MediaFile; org.apache.roller.weblogger.util.RollerMessages; org.apache.roller.weblogger.pojos.MediaFileDirectory,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (moveMediaFiles) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.pojos.MediaFile.getDirectory; org.apache.roller.weblogger.pojos.MediaFileDirectory.getMediaFiles,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (moveMediaFiles) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (createMediaFileDirectory) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (createMediaFileDirectory) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (createMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getFileContentManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (createMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (createThemeMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getFileContentManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (createThemeMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (updateThumbnail) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getFileContentManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (updateMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (updateMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (updateMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getFileContentManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (getMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getFileContentManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (getMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.pojos.MediaFile.getDirectory; org.apache.roller.weblogger.pojos.MediaFileDirectory.getWeblog,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (getMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.pojos.MediaFile.getDirectory; org.apache.roller.weblogger.pojos.MediaFileDirectory.getWeblog,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (getMediaFileByOriginalPath) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getFileContentManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (getMediaFileByOriginalPath) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.pojos.MediaFile.getDirectory; org.apache.roller.weblogger.pojos.MediaFileDirectory.getWeblog,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (removeMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getFileContentManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (removeMediaFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.Weblogger.getWeblogManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (searchMediaFiles) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.pojos.MediaFileType.getContentTypePrefix; org.apache.roller.weblogger.pojos.MediaFileFilter.getType,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (upgradeUploadsDir) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.Weblogger.getMediaFileManager; org.apache.roller.weblogger.business.MediaFileManager.createMediaFileDirectory,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (upgradeUploadsDir) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.Weblogger.getMediaFileManager; org.apache.roller.weblogger.business.MediaFileManager.createMediaFile,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (removeMediaFileDirectory) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getFileContentManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,Law of Demeter violation,The tool detected the smell in this method (removeMediaFileDirectory) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.pojos.Weblog.getMediaFileDirectories; org.apache.roller.weblogger.pojos.MediaFileDirectory.getWeblog,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAMediaFileManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.roller.weblogger.pojos.OAuthConsumerRecord; org.apache.roller.weblogger.pojos.OAuthAccessorRecord,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAOAuthManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,Law of Demeter violation,The tool detected the smell in this method (getServiceProvider) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.Weblogger.getUrlStrategy; org.apache.roller.weblogger.business.URLStrategy.getOAuthRequestTokenURL,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAOAuthManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,Law of Demeter violation,The tool detected the smell in this method (getServiceProvider) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.URLStrategy.getOAuthAuthorizationURL; org.apache.roller.weblogger.business.Weblogger.getUrlStrategy,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAOAuthManagerImpl.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,Law of Demeter violation,The tool detected the smell in this method (getServiceProvider) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.roller.weblogger.business.Weblogger.getUrlStrategy; org.apache.roller.weblogger.business.URLStrategy.getOAuthAccessTokenURL,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\main\java\org\apache\roller\weblogger\business\jpa\JPAOAuthManagerImpl.java
